"player_id","player_name"
40222,"Laureano Bisan-Etame Mayer"
40223,"Antoine Sibierski"
40225,"Andy O""Brien"
40226,"Craig Bellamy"
40227,"Laurent Robert"
40228,"Lee Bowyer"
40229,"Darren Ambrose"
40230,"Titus Malachi Bramble"
40231,"Alan Shearer"
40232,"Shola Ameobi"
40233,"Olivier Bernard"
40234,"Jermaine Jenas"
40235,"Danny Coyne"
40236,"Ian Walker"
40237,"James Scowcroft"
40238,"Lilian Nalis"
40239,"Jordan Stewart"
40240,"Paul Dickov"
40241,"Matt Heath"
40242,"Marcus Bent"
40243,"Frank Mohammed Sinclair"
40244,"Trevor Benjamin"
40245,"Paul Brooker"
40246,"Quinton Fortune Kolobea"
40252,"Massimo Maccarone"
40254,"Igor Bišćan"
40255,"Jérémie Aliadière"
40256,"Salif Alassane Diao"
40257,"El-Hadji Ousseynou Diouf"
40258,"Wayne Bridge"
40259,"Joe Cole"
40260,"Carlo Cudicini"
40261,"Gérémi Sorele N""Djitap Fotso"
40262,"Jerrel Hasselbaink"
40263,"Zoumana Camara"
40264,"Michael Bridges"
40265,"José Vitor Roque Júnior"
40266,"Seth Johnson"
40267,"Alan Smith"
40268,"René Salomon Olembé-Olembé"
40269,"Lamine Sakho"
40270,"Gary Oliver Kelly"
40271,"Neil Sullivan"
40272,"Stephen Kelly"
40273,"Goran Bunjevčević"
40274,"Kasey Keller"
40275,"Mauricio Taricco"
40276,"Gustavo Augusto Poyet Domínguez"
40277,"Simon Davies"
40278,"Michael Brown"
40279,"Anthony Gardner"
40280,"Richard Wright"
40281,"David Unsworth"
40282,"Gary Naysmith"
40283,"Nick Chadwick"
40284,"Alessandro Pistone"
40285,"Alan Stubbs"
40286,"Tomasz Radziński"
40287,"Tie Li"
40288,"Joseph Phillip Yobo"
40289,"Mark Pembridge"
40290,"Robbie Savage"
40291,"Clinton Morrison"
40292,"Maik Taylor"
40293,"Damien Johnson"
40294,"Bryan Hughes"
40295,"Stan Lazaridis"
40296,"Kenny Cunningham"
40297,"Stephen Clemence"
40298,"Jamie Clapham"
40299,"Stern John"
40300,"Matthew Upson"
40301,"Mikael Forssell"
40302,"David Dunn"
40303,"Aliou Cissé"
40304,"Lee Naylor"
40305,"Mark Kennedy"
40306,"Dean Sturridge"
40307,"Shaun Newton"
40308,"Henri Camara"
40309,"Oleg Luzhny"
40310,"Michael Oakes"
40311,"Alex Rae"
40312,"Paul Butler"
40313,"Colin Cameron"
40314,"Jody Craddock"
40315,"Mbulelo Mabizela"
40316,"Rohan Ricketts"
40317,"Dean Richards"
40318,"Stephen Carr"
40319,"Paul Jones"
40320,"Carl Cort"
40322,"Mark Schwarzer"
40323,"Joseph-Desiré Job"
40324,"George Boateng"
40325,"Ugo Ehiogu"
40326,"Danny Mills"
40327,"Szilárd Németh"
40328,"Franck Queudrue"
40329,"Dorival Guidoni Júnior"
40330,"Chris Riggott"
40331,"Oswaldo Giroldo Júnior"
40336,"Sébastien Schemmel"
40337,"Yakubu Aiyegbeni"
40338,"Nigel Quashie"
40339,"Arjan de Zeeuw"
40340,"Dejan Stefanovic"
40341,"Tim Sherwood"
40342,"Jason Roberts"
40343,"Amdy Moustapha Faye"
40352,"Barry Ferguson"
40353,"Vratislav Greško"
40354,"Lucas Neill"
40355,"Andy Todd"
40356,"Craig Short"
40357,"Brett Emerton"
40358,"Steven Reid"
40359,"Jlloyd Tafari Samuel"
40360,"Ulises Hernán de la Cruz Bernardo"
40361,"Mark Anthony Delaney"
40362,"Juan Pablo Ángel Arango"
40363,"Lee Hendrie"
40364,"Roy Carroll"
40365,"Eric Daniel Djemba-Djemba"
40366,"Wes Brown"
40368,"Ian Harte"
40369,"Steven Caldwell"
40370,"Lucas Radebe"
40371,"Michael Duberry"
40372,"Simon Johnson"
40373,"Mark Viduka"
40374,"Jason Joseph Euell"
40375,"Paolo Di Canio"
40376,"Graham Stuart"
40377,"Hermann Hreidarsson"
40378,"Dean Kiely"
40379,"Matt Holland"
40380,"Mark Fish"
40381,"Chris Perry"
40382,"Jonatan Lillebror Johansson"
40383,"Émerson Augusto Thome"
40384,"Augustine Azuka ""Jay-Jay"" Okocha"
40385,"Jussi Jääskeläinen"
40386,"Iván Campo Ramos"
40387,"Henrik Pedersen"
40388,"Kevin Cyril Davies"
40389,"Per Frandsen"
40390,"Simon Charlton"
40391,"Ricardo Wayne Gardner"
40392,"Ibrahim Ba"
40393,"Bruno N""Gotty"
40395,"Michael Gray"
40396,"Matt Jansen"
40397,"Martin Andresen"
40398,"Jonathan Douglas"
40400,"Olivier Tébily"
40401,"Ian Bennett"
40402,"Stuart Parnaby"
40403,"Malcolm Christie"
40404,"Alan Wright"
40405,"Colin Cooper"
40406,"Andrew Davies"
40407,"Steed Malbranque"
40408,"Moritz Volz"
40409,"Junichi Inamoto"
40410,"Barry Hayles"
40411,"Sylvain Legwinski"
40412,"Sean Davis"
40413,"Zat Knight"
40414,"Jérôme Bonnissel"
40415,"Andy Melville"
40416,"Luke Young"
40417,"Jonathan Fortune"
40418,"Carlton Cole Okirie"
40420,"Carlos Manuel Bocanegra"
40421,"Ian Pearce"
40422,"Alain Goma"
40423,"Martin Djetou"
40424,"Luís Boa Morte Pereira"
40425,"Collins John"
40433,"Kevin Phillips"
40434,"Paul Telfer"
40435,"Rory Delap"
40436,"Darren Kenton"
40437,"Brett Ormerod"
40438,"Antti Mikko Niemi"
40439,"David Prutton"
40440,"Léandre Griffit"
40441,"Michael Lennart Svensson"
40442,"James Beattie"
40443,"Neill McCann"
40444,"Fitz Hall"
40445,"Danny Higginbotham"
40881,"Enrique Pérez Muñoz"
40890,"Iván Villar Martínez"
41083,"Rodrigo Sánchez Rodriguez"
41107,"Sabit Abdulai"
41116,"Jacobo González Rodrigañez"
41125,"Abdallahi Mohamed Mahmoud"
41202,"Giorgi Kochorashvili"
42282,"Paul Edgar Akouokou"
43728,"Óscar Mingueza García"
45969,"Keith Gillespie"
47226,"Jon Morcillo Conesa"
47375,"Robert Navarro Muñoz"
47447,"Gabriel Veiga Novas"
50494,"Yeremi Jesús Pino Santos"
71519,"Juan Antonio Iglesias Sánchez"
75546,"Carlos Domínguez Cáceres"
79498,"Amankwaa Akurugu"
105762,"José Antonio Miranda Boacho"
117025,"Hugo Sotelo"
129558,"Tony Hibbert"
364784,"Mark Kinsella"
375066,"Lee Carsley"
375067,"Francis Jeffers"
375068,"Kevin Campbell"
375070,"Kevin Kilbane"
375886,"Craig Hignett"
375887,"Riccardo Scimeca"
375888,"Andy Impey"
375889,"Ben Thatcher"
375890,"Callum Davidson"
376516,"Richard Hughes"
376517,"John Curtis"
376518,"Trésor Lomana LuaLua"
376521,"David Bentley"
377674,"Graeme Le Saux"
377676,"Stephen Crainey"
